"","ProductTypeAccessories","ProductTypeDisplay","ProductTypeExtendedWarranty","ProductTypeGameConsole","ProductTypeLaptop","ProductTypeNetbook","ProductTypePC","ProductTypePrinter","ProductTypePrinterSupplies","ProductTypeSmartphone","ProductTypeSoftware","ProductTypeTablet","ProductNum","Price","x4StarReviews","x2StarReviews","PositiveServiceReview","NegativeServiceReview","Recommendproduct","ShippingWeight","ProductDepth","ProductWidth","ProductHeight","ProfitMargin","Volume"
"1",0,0,0,0,0,0,1,0,0,0,0,0,171,0.573288344041926,26,14,12,3,0.7,1.17541702410933,1.95438562067442,1.38688336100098,0.820984351063208,0.392499040909873,0
"2",0,0,0,0,0,0,1,0,0,0,0,0,172,0.910939822705823,11,10,7,5,0.6,1.86524330586662,2.16784544358479,2.60404163418707,0.946280235525548,0.105304620731917,0
"3",0,0,0,0,1,0,0,0,0,0,0,0,173,1.62189542063788,10,3,11,5,0.8,-0.116792771295175,-0.0260471807718014,0.375198971561501,-0.484463310024151,-0.469084219623994,0
"4",0,0,0,0,1,0,0,0,0,0,0,0,175,1.62189542063788,2,1,2,1,0.6,0.50502246859872,1.22082924511735,0.0614983856887951,-0.36255380081755,-0.181889799446039,0
"5",0,0,0,0,1,0,0,0,0,0,0,0,176,3.29966674319141,1,3,0,1,0.3,0.369000384871931,1.30722964962869,0.0771834149824303,-0.450599557466762,0.277621272838691,0
"6",0,0,0,0,0,1,0,0,0,0,0,0,178,-0.0537996599039859,8,1,2,4,0.6,-0.194519676281912,-0.112447585283142,0.158745567309334,-0.396417553374939,-0.583961987695177,0
"7",0,0,0,0,0,1,0,0,0,0,0,0,180,-0.202680892639079,112,31,28,16,0.7,-0.311110033762017,0.182330265402609,-0.490614645447167,-0.438747244071676,-0.526523103659586,0
"8",0,0,0,0,0,1,0,0,0,0,0,0,181,0.0280126642120304,18,22,5,16,0.4,-0.291678307515333,-0.185294985165253,0.202663649331512,-0.345621924538855,-0.411645335588403,0
"9",0,0,0,0,0,1,0,0,0,0,0,0,183,-0.200583678485887,4,1,1,0,0.7,-0.340257623132043,-0.286942519884477,-0.00124173148574611,-0.435360868815937,-0.526523103659586,0
"10",0,0,0,0,0,0,0,0,0,0,0,1,186,0.426483353318493,66,21,28,9,0.8,-0.466563843735491,-0.302189650092361,-0.142406995128464,-0.536952126488105,-0.469084219623994,0
"11",0,0,0,0,0,0,0,0,0,0,0,1,187,-0.475318732554027,437,160,90,23,0.8,-0.670596969325675,-0.625767635615226,-0.440422551707534,-0.531872563604496,0.105304620731917,0
"12",0,0,0,0,0,0,0,0,0,1,0,0,193,-0.475318732554027,26,16,8,6,0.4,-0.670596969325675,-1.08318154185174,-0.81686325475478,-0.531872563604496,-0.411645335588403,0
"13",0,0,0,0,0,0,0,0,0,1,0,0,194,-0.789900855532813,26,33,14,6,0.6,-0.690028695572359,-1.0882639185877,-0.796472716673055,-0.536952126488105,-0.354206451552812,0
"14",0,0,0,0,0,0,0,0,0,1,0,0,195,-0.580179440213623,8,4,4,1,0.7,-0.680312832449017,-1.08318154185174,-0.801178225461145,-0.531872563604496,-0.181889799446039,0
"15",0,0,0,0,0,0,0,0,0,1,0,0,196,-0.263500103081645,19,20,5,7,0.6,-0.670596969325675,-1.10012279763827,-0.848233313342051,-0.531872563604496,-0.411645335588403,0
"16",0,0,0,1,0,0,0,0,0,0,0,0,199,-0.368381782882772,97,17,32,12,0.8,0.0580927649249831,-0.490237589322927,0.437939088736041,1.63540760006842,-0.526523103659586,0
"17",0,1,0,0,0,0,0,0,0,0,0,0,201,-0.59905436759235,0,0,1,1,0.7,0.106672080541694,0.763415338880843,1.12808037765599,0.636426899625436,-0.75627863980195,0
"18",1,0,0,0,0,0,0,0,0,0,0,0,301,-0.848643823963719,1,0,2,0,0.9,-0.685170764010688,0.272118921071257,0.422254059442406,-0.498008811047107,-0.75627863980195,0
"19",1,0,0,0,0,0,0,0,0,0,0,0,302,-0.874838028737086,2,4,2,1,0.5,-0.660881106202333,-0.303883775671015,-0.534532727469346,-0.32869004826016,-0.469084219623994,0
"20",0,0,0,0,0,0,0,0,0,0,1,0,303,-0.743783116304123,18,1,4,2,0.8,-0.73860801118907,-0.185294985165253,-0.534532727469346,-0.430281305932328,0.105304620731917,0
"21",0,0,0,0,0,0,0,1,0,0,0,0,304,-0.473242490542367,8,1,5,1,0.8,3.32262277436793,1.39024180298273,2.05349710598048,3.76882401118395,4.1260265032233,0
"22",0,0,0,0,0,0,0,0,1,0,0,0,305,-0.848643823963719,0,0,1,0,1,-0.660881106202333,-0.744356426120988,-1.17761892850839,0.467108136838489,0.679693461087828,0
"23",0,0,1,0,0,0,0,0,0,0,0,0,306,-0.682963905861558,1,1,0,3,0.4,-0.73860801118907,-1.54059544808825,-1.63248477802381,-0.599600068719275,1.25408230144374,0
"24",0,0,0,1,0,0,0,0,0,0,0,0,307,-0.00134833393265632,252,56,59,13,0.9,1.18513288723267,-0.100588706232566,-0.691383020405698,-0.303292233842118,-0.00957314733926525,0
