"","salary","age","elevel","car","zipcode","credit","brand","PredictedBrand","X","X.1","X.2"
"1",1.69857605527892,76,1,3,3,0.880532966257749,"1",1,NA,"",""
"2",-0.0865071650019202,51,1,8,3,-0.739676096837179,"0",0,NA,"Brand Prediction Summary",""
"3",0.78975711324814,34,0,10,2,0.763984019696799,"1",1,NA,"Acer","Sony"
"4",1.47221085000411,22,3,18,2,0.227548832817798,"1",1,NA,"1895","3105"
"5",1.67771019493187,56,0,5,3,-0.232271335587588,"1",1,NA,"",""
"6",-1.0473954655939,26,4,12,1,-0.679605933314021,"1",1,NA,"",""
"7",1.05892659717487,64,3,1,2,-0.52185119769516,"1",1,NA,"",""
"8",-1.7368428105521,50,3,9,0,1.35864065099818,"1",1,NA,"",""
"9",1.3086780325955,26,2,3,4,-0.176368615392813,"1",1,NA,"",""
"10",-0.0666635290262056,46,3,18,6,-0.243967002355099,"0",0,NA,"",""
"11",-0.907880923690401,66,0,15,6,-1.14827617719584,"0",0,NA,"",""
"12",-0.661547274796217,76,0,18,4,-0.00184942203654723,"0",0,NA,"",""
"13",-0.642838170573776,44,0,14,4,-0.301123318653344,"1",1,NA,"",""
"14",1.06113626598589,42,3,7,4,1.43681625396941,"0",0,NA,"",""
"15",0.0380526474890349,80,2,3,4,-0.345467851182031,"1",1,NA,"",""
"16",-1.50336188440433,22,3,16,4,-0.698759318569519,"1",1,NA,"",""
"17",-0.089963663159796,30,3,18,2,1.156915152058,"0",0,NA,"",""
"18",-1.53622432007292,37,0,9,1,1.24781856401378,"1",1,NA,"",""
"19",0.243498981317713,73,1,20,8,0.707374439341106,"1",1,NA,"",""
"20",-0.788060437637809,35,0,14,3,-0.302996595673853,"0",0,NA,"",""
"21",-0.411442734164667,62,0,12,8,0.55523337267929,"0",0,NA,"",""
"22",0.160292809976979,69,4,9,5,-0.382870701023244,"1",1,NA,"",""
"23",-1.00192770818098,40,4,17,2,0.0581932828254351,"0",1,NA,"",""
"24",1.0604790121667,50,0,10,2,-0.862237476204636,"0",1,NA,"",""
"25",0.531515854356153,62,2,10,4,-1.4559423649153,"1",1,NA,"",""
"26",1.45584976376766,72,4,20,0,1.11189240821798,"1",1,NA,"",""
"27",-1.51613412886212,70,3,14,4,0.626390082918235,"1",0,NA,"",""
"28",-0.725942169715461,46,1,19,1,-0.850610352222818,"1",1,NA,"",""
"29",0.80623374972293,67,1,6,0,0.162978976920171,"1",1,NA,"",""
"30",-1.29159784380743,56,4,10,7,-1.59906503994442,"1",1,NA,"",""
"31",-1.49763776480307,33,4,3,3,-1.568920449743,"1",1,NA,"",""
"32",-1.19012145862091,63,4,11,8,0.909083569762759,"0",0,NA,"",""
"33",0.110066382743841,67,2,14,1,0.692337516763193,"1",1,NA,"",""
"34",-1.64853984274825,57,4,5,2,-0.332920153491055,"1",1,NA,"",""
"35",0.861935496349203,29,4,10,6,-0.984453604266158,"1",1,NA,"",""
"36",1.38985895598285,20,0,4,1,1.35250462233634,"1",1,NA,"",""
"37",-1.70498662439074,58,2,17,1,-0.138475648571736,"0",1,NA,"",""
"38",1.6842812013781,67,0,17,0,1.00758055513955,"1",1,NA,"",""
"39",0.479274543453,70,2,20,7,-0.14085815483142,"1",1,NA,"",""
"40",-1.6171964596452,61,4,15,6,1.08247727132651,"1",1,NA,"",""
"41",-1.66005357664491,55,0,2,6,1.52407743985072,"1",1,NA,"",""
"42",0.489927152148133,39,2,14,6,1.36823704138115,"0",1,NA,"",""
"43",0.0215879633924872,72,0,7,1,0.906013711188282,"1",1,NA,"",""
"44",1.33436307703476,77,4,16,8,-0.79841486665938,"1",1,NA,"",""
"45",0.819052432000877,61,1,13,2,1.24231454184912,"1",1,NA,"",""
"46",1.15392189573604,54,2,6,8,0.383827667626595,"1",1,NA,"",""
"47",1.0394172814937,68,1,17,6,0.0637485866159518,"1",1,NA,"",""
"48",-0.185495594138948,45,4,1,5,-1.66808308829118,"0",0,NA,"",""
"49",-0.673454047228072,75,1,19,3,0.528102427411883,"0",0,NA,"",""
"50",-0.148846471498476,50,3,17,4,-0.633641570134963,"0",0,NA,"",""
"51",0.0245314722487179,56,4,17,5,-1.41372843437914,"0",0,NA,"",""
"52",-0.775792648621164,48,2,8,2,-0.0404491153280236,"1",1,NA,"",""
"53",-0.427964812957192,58,2,9,5,1.16824233827791,"0",1,NA,"",""
"54",1.62361264635447,61,4,2,0,1.01399918498831,"1",1,NA,"",""
"55",1.18385360587884,37,3,8,3,-0.0674429380020549,"1",1,NA,"",""
"56",-0.0702363417079664,66,3,12,4,1.64454231331252,"1",1,NA,"",""
"57",-1.33171026195873,74,3,16,5,-0.790205368682078,"0",0,NA,"",""
"58",0.945046136230122,22,0,20,7,-0.67794106815573,"1",1,NA,"",""
"59",0.0599225155448887,30,1,1,6,1.01366387202979,"0",0,NA,"",""
"60",-0.33385114991035,44,1,1,3,-0.167887994416546,"0",1,NA,"",""
"61",0.36387072491724,24,4,20,0,0.0622155012294707,"1",1,NA,"",""
"62",-0.751532476080969,48,1,17,1,-1.04445656423982,"1",1,NA,"",""
"63",1.18635681959683,43,1,19,4,1.52902988579049,"1",1,NA,"",""
"64",0.462353999671481,38,0,6,0,-1.1456218487015,"1",1,NA,"",""
"65",-0.862529896674289,51,2,5,7,-1.71086988044062,"1",1,NA,"",""
"66",-0.00636069799370935,34,0,7,0,-0.703060281017628,"0",0,NA,"",""
"67",0.642183689045386,66,3,4,1,-1.58961664510181,"1",1,NA,"",""
"68",1.01157229309986,52,3,5,6,-1.71086988044062,"0",0,NA,"",""
"69",0.265816670171474,54,1,19,8,1.50465779793111,"0",0,NA,"",""
"70",-0.518309170774246,38,2,18,6,1.19021485342602,"0",0,NA,"",""
"71",0.688992858323389,73,4,16,0,0.532979877770296,"1",1,NA,"",""
"72",0.241667871944644,20,1,19,8,0.60610948983245,"1",0,NA,"",""
"73",1.58254114508735,74,0,11,1,0.93635805271162,"1",1,NA,"",""
"74",-0.821402834044109,72,2,18,2,-0.0734862869122058,"0",0,NA,"",""
"75",0.805741821263069,41,2,20,8,-1.27372593368778,"0",0,NA,"",""
"76",1.11918085599616,76,4,16,2,-1.13286549370623,"1",1,NA,"",""
"77",1.20929831968478,51,2,6,3,1.19706013770863,"1",1,NA,"",""
"78",0.467713305334313,75,0,11,0,-1.2849525079205,"1",1,NA,"",""
"79",0.876675143799947,41,3,16,6,1.48109760847293,"1",0,NA,"",""
"80",-1.03632628291917,72,4,19,3,0.0208150382098343,"0",0,NA,"",""
"81",-0.133519942699354,33,0,13,4,1.17188791552802,"0",0,NA,"",""
"82",0.675690080917138,32,4,3,7,0.923405038964624,"1",1,NA,"",""
"83",-0.366676066539833,63,0,1,1,1.26190092326816,"0",0,NA,"",""
"84",0.694397976145143,68,3,1,8,-1.15963092752103,"1",1,NA,"",""
"85",-0.306116403555003,52,1,11,1,0.675321335549349,"1",0,NA,"",""
"86",-1.712258404223,67,2,16,2,-1.55389481187886,"0",1,NA,"",""
"87",0.789770301075837,64,2,17,3,1.11376732723228,"1",1,NA,"",""
"88",1.01751784730699,43,3,11,4,-0.0949733903010828,"0",0,NA,"",""
"89",-1.62870233163888,72,3,5,0,0.668322455259201,"1",1,NA,"",""
"90",-1.15389465625503,63,3,20,2,-0.43634050060686,"0",0,NA,"",""
"91",-1.01631756999677,67,2,2,3,1.40908884948511,"0",0,NA,"",""
"92",-0.900282914831596,75,3,8,1,-1.32236253611981,"0",0,NA,"",""
"93",0.478895162586662,46,0,9,3,1.20312265852463,"0",0,NA,"",""
"94",-0.16659726747265,34,0,13,0,0.778567786266675,"0",0,NA,"",""
"95",-0.070256885618651,22,4,13,4,-0.614627905868032,"0",0,NA,"",""
"96",1.53798405995467,22,0,12,4,0.0687522127139035,"1",1,NA,"",""
"97",-1.65497223626295,75,4,17,6,0.866145046012601,"1",1,NA,"",""
"98",0.175514848588159,37,2,5,3,0.0375546925854243,"0",0,NA,"",""
"99",0.178464032575378,80,4,3,7,-1.40216341252234,"1",1,NA,"",""
"100",-0.0396222423019443,72,2,8,7,-0.806570291278573,"1",1,NA,"",""
"101",1.16660283994999,32,1,2,7,-0.244585875644292,"1",1,NA,"",""
"102",0.694147931228308,77,1,13,4,-1.71086988044062,"1",1,NA,"",""
"103",-0.555697276580452,79,4,5,1,-1.1766692925167,"0",0,NA,"",""
"104",1.31867876313159,27,4,19,6,-1.57933091377473,"0",1,NA,"",""
"105",0.508566687603282,78,0,8,0,-1.29333619470144,"0",1,NA,"",""
"106",-1.45879681911473,70,3,4,6,0.174326441592062,"0",0,NA,"",""
"107",1.03494902853883,20,3,14,0,1.18569434920868,"0",1,NA,"",""
"108",-0.905798925485344,43,1,6,8,1.05805412740117,"0",1,NA,"",""
"109",-1.16500567992556,30,0,9,8,0.0801512167943975,"0",1,NA,"",""
"110",-1.19091594415501,24,3,18,2,0.960215186635294,"0",1,NA,"",""
"111",-1.66512202972821,20,3,19,3,1.51918902412748,"0",1,NA,"",""
"112",-1.02701269772988,58,4,1,3,-0.321197296128996,"0",1,NA,"",""
"113",-0.117294042940185,57,2,1,5,1.47045717810242,"0",0,NA,"",""
"114",0.862588771333317,52,3,2,2,0.687589441804046,"0",0,NA,"",""
"115",0.317570975364972,51,1,17,0,0.501548348501785,"0",0,NA,"",""
"116",-1.36985630965653,37,4,2,7,-1.46741693025944,"0",1,NA,"",""
"117",-1.21609587653951,67,0,8,4,1.37222029414119,"0",0,NA,"",""
"118",-1.13507907401441,68,0,8,5,0.425881137524199,"0",0,NA,"",""
"119",1.35355113882053,62,3,1,2,1.52006686074885,"0",1,NA,"",""
"120",-0.312879995142734,28,1,4,6,1.218276039941,"0",0,NA,"",""
"121",-0.708924580453305,43,2,9,4,0.536411631091787,"0",1,NA,"",""
"122",1.62598952147678,54,0,7,1,1.67646901717602,"0",1,NA,"",""
"123",1.37065214023308,80,2,17,1,-0.825815129760965,"0",1,NA,"",""
"124",-0.490674842914643,70,1,7,4,-0.0570573807194721,"0",0,NA,"",""
"125",0.673405258684005,53,1,18,4,1.47631154758131,"0",0,NA,"",""
"126",1.40129091899858,27,3,18,7,0.146181536018038,"0",1,NA,"",""
"127",1.172232674652,57,0,3,0,-1.71086988044062,"0",1,NA,"",""
"128",-0.512550368112071,70,1,1,6,1.2385249360334,"0",0,NA,"",""
"129",0.532046470637928,78,1,14,4,-0.190191473124988,"0",1,NA,"",""
"130",-0.50463281223579,22,3,3,0,0.753098433825037,"0",0,NA,"",""
"131",0.517924907703089,28,0,17,3,-0.896255680463692,"0",1,NA,"",""
"132",1.69857605527892,20,3,8,1,-1.34898815138625,"0",1,NA,"",""
"133",-0.184385246771724,70,1,13,6,-1.45983605284414,"0",1,NA,"",""
"134",0.487033084021429,20,0,5,4,1.52706459747087,"0",1,NA,"",""
"135",-0.125997845728094,20,3,7,8,0.217198342900837,"0",0,NA,"",""
"136",-1.33332055312792,26,1,18,4,1.45311011354255,"0",1,NA,"",""
"137",0.190913707000507,44,4,14,8,1.7170921150836,"0",0,NA,"",""
"138",0.110672896362899,29,2,13,7,-0.894971187453164,"0",0,NA,"",""
"139",-0.38191580752795,62,0,18,3,1.12159437366008,"0",0,NA,"",""
"140",0.0203872284796252,33,2,9,5,1.55952207805706,"0",0,NA,"",""
"141",1.4612697360834,22,2,10,8,-0.566445397608682,"0",1,NA,"",""
"142",0.507111817562872,45,4,10,1,0.650252080434388,"0",0,NA,"",""
"143",0.156463266136513,50,3,11,8,1.35179657610057,"0",0,NA,"",""
"144",-0.179263882060218,24,1,11,1,-0.460080741712079,"0",0,NA,"",""
"145",1.08977819070692,77,3,10,8,0.184913852359974,"0",1,NA,"",""
"146",-0.921552510272267,69,2,11,4,-0.625264929529905,"0",0,NA,"",""
"147",0.306024550734989,52,2,2,1,1.53122936150416,"0",0,NA,"",""
"148",-0.738696694600551,27,4,18,5,-1.43309345576935,"0",0,NA,"",""
"149",0.765242745792051,35,2,1,6,0.833690023275162,"0",1,NA,"",""
"150",1.09470307318786,33,2,5,7,0.198597684294274,"0",1,NA,"",""
"151",-1.67310641310256,78,3,20,2,0.745085648761256,"0",1,NA,"",""
"152",-1.18378119630225,46,2,13,3,0.0827239406652126,"0",1,NA,"",""
"153",1.03450415297835,41,4,10,8,1.20881966809371,"0",1,NA,"",""
"154",1.07906326721111,54,1,8,8,-0.128329885457849,"0",1,NA,"",""
"155",0.454453855960563,51,0,7,2,-0.630719274354915,"0",0,NA,"",""
"156",-1.52617803875351,79,0,8,3,-0.253782909825967,"0",0,NA,"",""
"157",0.157790413983668,55,0,5,4,-1.05763536090933,"0",0,NA,"",""
"158",-0.564107690281461,72,0,4,5,-1.21090458981461,"0",0,NA,"",""
"159",-0.417604874830604,44,4,17,2,0.81929654630362,"0",1,NA,"",""
"160",-1.12995985824421,41,1,6,5,-0.394653115111421,"0",1,NA,"",""
"161",-0.122363135970425,34,4,10,3,-1.47022793745898,"0",0,NA,"",""
"162",-1.27062174591924,25,1,8,2,0.237099865778826,"0",1,NA,"",""
"163",1.69857605527892,23,4,18,3,1.7170921150836,"0",1,NA,"",""
"164",-1.4559008422583,78,3,4,1,-0.174593774357782,"0",0,NA,"",""
"165",0.792911168088366,71,4,20,6,0.996024603875871,"0",1,NA,"",""
"166",-0.942468117697983,34,2,18,4,-0.424380804664938,"0",0,NA,"",""
"167",0.590568618740944,44,2,9,5,0.37755183227713,"0",0,NA,"",""
"168",0.836334478345912,23,1,5,0,0.360959356078633,"0",1,NA,"",""
"169",-1.00139002285319,24,0,3,7,-1.13760683018336,"0",1,NA,"",""
"170",0.327843714569538,76,3,8,1,-0.344678772723836,"0",1,NA,"",""
"171",0.999132584280941,48,2,19,8,-1.18943905173464,"0",0,NA,"",""
"172",-0.0193799368399273,32,1,12,6,1.54339155675945,"0",0,NA,"",""
"173",-1.15261421527558,60,1,5,1,-0.569635350032526,"0",0,NA,"",""
"174",0.866824437039348,72,3,3,2,0.258539191604594,"0",1,NA,"",""
"175",0.906530896288012,21,1,17,2,-0.0576653146963456,"0",1,NA,"",""
"176",-0.622174705154367,49,2,17,8,1.22755296551935,"0",1,NA,"",""
"177",-0.981647363838705,41,2,2,8,-0.328596342990653,"0",1,NA,"",""
"178",1.02263106307854,76,1,1,5,-0.860180396661073,"0",1,NA,"",""
"179",0.44427550641713,20,1,20,6,0.29019808936516,"0",1,NA,"",""
"180",-1.26644033549191,44,2,10,0,1.11019351573774,"0",1,NA,"",""
"181",-1.74057660388518,69,2,14,2,-0.316315346227668,"0",1,NA,"",""
"182",-1.71774491752894,53,4,3,0,-1.0841787242159,"0",1,NA,"",""
"183",0.316406597057621,48,1,18,1,-0.144227450685353,"0",0,NA,"",""
"184",-0.253005249991985,70,2,18,0,-0.072276809365211,"0",1,NA,"",""
"185",-0.642955312081601,69,1,19,7,-0.870455435763328,"0",0,NA,"",""
"186",-0.374476075088275,26,1,7,6,-0.523099019053851,"0",0,NA,"",""
"187",0.895422250659271,33,2,20,3,0.560042811586119,"0",1,NA,"",""
"188",-0.020938537015542,62,4,7,8,-1.16922089246348,"0",1,NA,"",""
"189",1.07685852432489,78,4,10,4,1.56063061103599,"0",1,NA,"",""
"190",-0.195398527078178,23,2,15,3,-0.350934263118857,"0",0,NA,"",""
"191",-0.184354503921553,41,2,7,4,0.182871824997534,"0",0,NA,"",""
"192",-0.0386216644865441,69,3,17,1,-0.1507803064996,"0",1,NA,"",""
"193",1.46509517966025,71,3,3,5,-0.00426579861752382,"0",1,NA,"",""
"194",-1.30866897723734,57,2,5,4,1.14650122221958,"0",1,NA,"",""
"195",-0.749009497817194,80,2,20,7,-1.11378307631385,"0",0,NA,"",""
"196",-0.233318226414614,70,0,17,5,-0.0943352292409252,"0",1,NA,"",""
"197",0.970126879219135,35,4,4,7,1.54359844112181,"0",1,NA,"",""
"198",0.793817366295542,30,4,13,0,1.46266452647411,"0",1,NA,"",""
"199",-1.10635940936392,49,4,9,3,1.28509283854206,"0",1,NA,"",""
"200",1.40474230710471,51,4,4,8,-0.0148573058000204,"0",1,NA,"",""
"201",1.35367153032762,74,1,1,8,1.16894869658519,"0",1,NA,"",""
"202",0.81309226933146,76,0,12,5,-0.562913941326959,"0",1,NA,"",""
"203",1.19151269937988,23,2,16,5,-1.50767373740154,"0",1,NA,"",""
"204",0.470576087753826,77,0,18,6,1.37587316472324,"0",1,NA,"",""
"205",-0.216669032307002,71,0,3,7,-1.42930533227296,"0",0,NA,"",""
"206",-1.58920824033146,24,2,10,4,-0.739610362923546,"0",1,NA,"",""
"207",1.06319713059786,53,1,2,3,0.0136327928045838,"0",1,NA,"",""
